01-01-2000,102.2301
02-01-2000,94.2989
03-01-2000,88.0927
04-01-2000,81.4425
05-01-2000,84.4552
06-01-2000,91.0406
07-01-2000,95.9957
08-01-2000,99.3704
09-01-2000,90.9178
10-01-2000,83.1408
11-01-2000,88.041
12-01-2000,102.4558
01-01-2001,109.1081
02-01-2001,97.1717
03-01-2001,92.8283
04-01-2001,82.915
05-01-2001,82.5465
06-01-2001,90.3955
07-01-2001,96.074
08-01-2001,99.5534
09-01-2001,88.281
10-01-2001,82.686
11-01-2001,82.9319
12-01-2001,93.0381
01-01-2002,102.9955
02-01-2002,95.2075
03-01-2002,93.2556
04-01-2002,85.795
05-01-2002,85.2351
06-01-2002,93.1896
07-01-2002,102.393
08-01-2002,101.6293
09-01-2002,93.3089
10-01-2002,86.9002
11-01-2002,88.5749
12-01-2002,100.8003
01-01-2003,110.1807
02-01-2003,103.8413
03-01-2003,94.5532
04-01-2003,85.062
05-01-2003,85.4653
06-01-2003,91.0761
07-01-2003,102.22
08-01-2003,104.4682
09-01-2003,92.9135
10-01-2003,86.5047
11-01-2003,88.5735
12-01-2003,103.5428
01-01-2004,113.7226
02-01-2004,106.159
03-01-2004,95.4029
04-01-2004,86.7233
05-01-2004,89.0302
06-01-2004,95.5045
07-01-2004,101.7948
08-01-2004,100.2025
09-01-2004,94.024
10-01-2004,87.5262
11-01-2004,89.6144
12-01-2004,105.7263
01-01-2005,111.1614
02-01-2005,101.7795
03-01-2005,98.9565
04-01-2005,86.4776
05-01-2005,87.2234
06-01-2005,99.5076
07-01-2005,108.3501
08-01-2005,109.4862
09-01-2005,99.1155
10-01-2005,89.7567
11-01-2005,90.4587
12-01-2005,108.2257
01-01-2006,104.4724
02-01-2006,101.5196
03-01-2006,98.4017
04-01-2006,87.5093
05-01-2006,90.0222
06-01-2006,100.5244
07-01-2006,110.9503
08-01-2006,111.5192
09-01-2006,95.7632
10-01-2006,90.3738
11-01-2006,92.3566
12-01-2006,103.066
01-01-2007,112.0576
02-01-2007,111.8399
03-01-2007,99.1925
04-01-2007,90.8177
05-01-2007,92.0587
06-01-2007,100.9676
07-01-2007,107.5686
08-01-2007,114.1036
09-01-2007,101.5316
10-01-2007,93.0068
11-01-2007,93.9126
12-01-2007,106.7528
01-01-2008,114.8331
02-01-2008,108.2353
03-01-2008,100.4386
04-01-2008,90.9944
05-01-2008,91.2348
06-01-2008,103.9581
07-01-2008,110.7631
08-01-2008,107.5665
09-01-2008,97.7183
10-01-2008,90.9979
11-01-2008,93.8057
12-01-2008,109.4221
01-01-2009,116.8316
02-01-2009,104.4202
03-01-2009,97.8529
04-01-2009,88.1973
05-01-2009,87.5366
06-01-2009,97.2387
07-01-2009,103.9086
08-01-2009,105.7486
09-01-2009,94.8823
10-01-2009,89.2977
11-01-2009,89.3585
12-01-2009,110.6844
01-01-2000,102.2301
02-01-2000,94.2989
03-01-2000,88.0927
04-01-2000,81.4425
05-01-2000,84.4552
06-01-2000,91.0406
07-01-2000,95.9957
08-01-2000,99.3704
09-01-2000,90.9178
10-01-2000,83.1408
11-01-2000,88.041
12-01-2000,102.4558
01-01-2001,109.1081
02-01-2001,97.1717
03-01-2001,92.8283
04-01-2001,82.915
05-01-2001,82.5465
06-01-2001,90.3955
07-01-2001,96.074
08-01-2001,99.5534
09-01-2001,88.281
10-01-2001,82.686
11-01-2001,82.9319
12-01-2001,93.0381
01-01-2002,102.9955
02-01-2002,95.2075
03-01-2002,93.2556
04-01-2002,85.795
05-01-2002,85.2351
06-01-2002,93.1896
07-01-2002,102.393
08-01-2002,101.6293
09-01-2002,93.3089
10-01-2002,86.9002
11-01-2002,88.5749
12-01-2002,100.8003
01-01-2003,110.1807
02-01-2003,103.8413
03-01-2003,94.5532
04-01-2003,85.062
05-01-2003,85.4653
06-01-2003,91.0761
07-01-2003,102.22
08-01-2003,104.4682
09-01-2003,92.9135
10-01-2003,86.5047
11-01-2003,88.5735
12-01-2003,103.5428
01-01-2004,113.7226
02-01-2004,106.159
03-01-2004,95.4029
04-01-2004,86.7233
05-01-2004,89.0302
06-01-2004,95.5045
07-01-2004,101.7948
08-01-2004,100.2025
09-01-2004,94.024
10-01-2004,87.5262
11-01-2004,89.6144
12-01-2004,105.7263
01-01-2005,111.1614
02-01-2005,101.7795
03-01-2005,98.9565
04-01-2005,86.4776
05-01-2005,87.2234
06-01-2005,99.5076
07-01-2005,108.3501
08-01-2005,109.4862
09-01-2005,99.1155
10-01-2005,89.7567
11-01-2005,90.4587
12-01-2005,108.2257
